Name,B,F,G.,Var,HD,HIP,RA,Dec,"vis.
mag.","abs.
mag.",Dist. (ly),Sp. class,Notes
294 G. Hya,,,294,,101563,57001,11h 41m 08.60s,−29° 11′ 48.6″,6.44,3.35,135,G2III/IV,
54 G. Hya,,,54,,74685,42981,08h 45m 34.84s,+04° 39′ 52.4″,6.45,0.93,414,K0,
117 G. Hya,,,117,,79994,45543,09h 16m 57.05s,−11° 06′ 10.6″,6.45,1.19,368,K0,
166 G. Hya,,,166,,83352,47242,09h 37m 45.94s,−03° 10′ 14.2″,6.45,0.74,452,K0,
204 G. Hya,,,204,,88595,50013,10h 12m 38.10s,−19° 09′ 10.1″,6.45,3.33,137,F7V,
258 G. Hya,,,258,,94619,53387,10h 55m 11.58s,−20° 39′ 53.9″,6.45,0,637,K1III,
349 G. Hya,,,349,,117718,66060,13h 32m 34.52s,−29° 33′ 55.0″,6.45,3.08,154,F5IV,
48 G. Hya,,,48,,74190,42701,08h 42m 09.83s,−11° 57′ 57.5″,6.46,1.13,379,A5m,
109 G. Hya,,,109,,79481,45305,09h 14m 03.09s,−14° 41′ 41.3″,6.46,0.26,567,G6/G8III/IV,
325 G. Hya,,,325,,109074,61172,12h 32m 04.40s,−32° 32′ 01.4″,6.46,0.25,568,A3V,
82 G. Hya,,,82,,76478,43850,08h 55m 54.49s,−15° 26′ 22.0″,6.47,-0.51,813,K2III,
213 G. Hya,,,213,,89816,50728,10h 21m 28.70s,−23° 42′ 39.2″,6.47,1.18,373,A4IV/V,
270 G. Hya,,,270,,96723,54430,11h 08m 15.77s,−29° 58′ 20.8″,6.47,0.74,457,A1V,
3 G. Hya,,,3,,68667,40263,08h 13m 21.79s,−01° 09′ 57.2″,6.48,0.47,519,K0,
63 G. Hya,,,63,,75098,43152,08h 47m 21.48s,−17° 03′ 10.3″,6.48,-0.36,762,A2V,
100 G. Hya,,,100,,78614,44888,09h 08m 44.52s,−16° 16′ 37.8″,6.48,1.07,394,K0IIICN...,
297 G. Hya,,,297,,102438,57507,11h 47m 15.99s,−30° 17′ 09.4″,6.48,5.23,58,G5V,
299 G. Hya,,,299,,102888,57749,11h 50m 37.24s,−27° 16′ 40.6″,6.48,0.57,495,G8III,
348 G. Hya,,,348,,117558,65969,13h 31m 33.22s,−28° 06′ 45.9″,6.48,1.78,284,A1V,
378 G. Hya,,,378,,126400,70538,14h 25m 47.77s,−26° 51′ 07.6″,6.48,2.05,251,K0III,
233 G. Hya,,,233,,91790,51852,10h 35m 38.86s,−18° 34′ 08.4″,6.49,2.2,235,A5IV/V,
312 G. Hya,,,312,,105113,59021,12h 06m 05.25s,−32° 57′ 38.7″,6.49,2.94,167,G0V,
342 G. Hya,,,342,,114576,64375,13h 11m 39.24s,−26° 33′ 06.2″,6.49,1.23,367,A5V,
346 G. Hya,,,346,,117033,65682,13h 28m 01.88s,−26° 24′ 08.0″,6.49,-1.12,1087,K5III,
210 G. Hya,,,210,,89747,50693,10h 21m 07.98s,−17° 59′ 05.6″,6.5,2.68,189,F3IV,
318 G. Hya,,,218,,106500,59742,12h 15m 06.42s,−29° 14′ 13.9″,6.5,0.75,461,K0III,
HD 96700,,,269,,96700,54400,11h 07m 54s,−30° 10′ 28 ″,6.5,,83,G0V,have two planets (b and c)
29 Hya,,29,139,,81728,46365,09h 27m 14.65s,−09° 13′ 25.3″,6.53,-1.48,1304,A2V,
HD 82943,,,164,,82943,47007,09h 34m 50.74s,−12° 07′ 46.4″,6.54,4.35,90,G0V,"has three planets (b, c & d)"
HD 94046,b2,-5,,,94046,53037,10h 51m 05.99s,−18° 19′ 56.0″,6.56,0.76,471,A3V,5 Crateris
17 Hya,,17,79,,76370,43822,08h 55m 29.60s,−07° 58′ 16.0″,6.67,1.72,319,A3,
14 Lib,,-14,,,131992,73189,14h 57m 31.96s,−25° 26′ 30.4″,6.95,1.56,391,A2/A3V,
HD 90156,,,,,90156,50921,10h 23m 55.27s,−29° 38′ 43.9″,6.95,5.23,72,G5V,has a planet (b); variable star
V Hya,,,,V,,53085,10h 51m 37.26s,−21° 15′ 00.0″,7,,,C,Carbon star
25 Hya,,25,,,80105,45588,09h 17m 29.22s,−11° 57′ 42.7″,7.07,1.5,424,K0,
HD 86264,,,,,86264,48780,09h 56m 57.84s,−15° 53′ 42.4″,7.42,3.12,237,F7V,has a planet (b)
HD 72659,,,,,72659,42030,08h 34m 03.19s,−01° 34′ 05.6″,7.48,3.93,168,G0,has a planet (b)
HD 74156,,,,,74156,42723,08h 42m 25.12s,+04° 34′ 41.2″,7.62,3.57,211,G0V,"has three planets (b, c, & unconfirmed d)"
φ1 Hya,φ1,43,,,91369,51614,10h 32m 41.17s,−16° 57′ 30.7″,7.62,3.25,244,G2V,
HD 86226,,,,,86226,48739,09h 56m 29.84s,−24° 05′ 57.8″,7.93,4.79,139,G2V,has a planet (b)
HD 128356,,,,,128356,71481,14h 37m 05.0s,−25° 48′ 09″,8.29,,85,K3V,has a planet (b)
V478 Hya,,,,V478,70573,,08h 22m 49.95s,+01° 51′ 33.6″,8.7,5.4,149,G1-1.5V,has a planet (b)
HD 72892,,,,,72892,42098,08h 34m 53.0s,−14° 27′ 24″,8.83,,237,G5V,has a planet (b)
Gliese 433,,,,,,56528,11h 35m 26.95s,−32° 32′ 23.9″,9.79,10.01,29,M1.5,has a planet (b)
WASP-51/HAT-P-30,,,,,,,08h 15m 48s,+05° 50′ 12″,10.42,,629,F,has a transiting planet (b)
TW Hya,,,,TW,,53911,11h 01m 51.91s,−34° 42′ 17.0″,11.1,7.3,184,K8Ve,"T Tauri star, retracted planet"
WASP-25,,,,,,,13h 01m 26.37s,−27° 31′ 19.9″,11.87,5.74,550,G4,has a transiting planet (b)
HAT-P-42,,,,,,,09h 01m 23.0s,+06° 05′ 50″,12.17,,1458,,has a transiting planet (b)
WASP-142,,,,,,,09h 22m 02.0s,−23° 56′ 46″,12.3,,2740,F8,has a transiting planet (b)
HAT-P-35,,,,,,,08h 13m 00s,+04° 47′ 13″,12.46,,1745,,has a transiting planet (b)
WASP-36,,,,,,,08h 45m 9.0s,−08° 01′ 37″,12.7,,1468,G2,has a transiting planet (b)
Gliese 3634,,,,,,,10h 58m 35s,−31° 08′ 39″,19.8,,65,M2.5,has a planet (b)
WASP-84,,,,,,,08h 44m 26.0s,+01° 50′ 36″,,,391,K0,has a transiting planet (b)
"Table legend: 
[TABLE]",,,,,,,,,,,,,
